index,string,shingles
3942,aAacccCCdFfffFfgHHiIJJKkklMNNoOOPpqqrrRRrRSSssStTtuUuuuVwwwXXxzZ,"RrRS,uUuu,rRSS,fffF,oOOP,iIJJ,wwwX,fgHH,SSss,Ffff,uVww,rrRR,XXxz,CdFf,klMN,qqrr,RRrR,uuVw,ssSt,cCCd,wwXX,dFff,NNoO,Vwww,cccC,uuuV,IJJK,HiIJ,Uuuu,JKkk,CCdF,lMNN,ccCC,qrrR,HHiI,accc,Kkkl,MNNo,RSSs,gHHi,kklM,Aacc,sStT,ffFf,FfgH,aAac,rRRr,pqqr,StTt,Ppqq,NoOO,XxzZ,wXXx,SssS,fFfg,OPpq,JJKk,OOPp,tTtu,TtuU,tuUu"
3943,aAcEEeGijLMNOOoqrrSsSssTTUUuUVvWXYzZ,"EEeG,UUuU,ssTT,sTTU,MNOO,sSss,UuUV,GijL,UVvW,uUVv,rSsS,LMNO,SsSs,AcEE,ijLM,Ooqr,TTUU,VvWX,EeGi,oqrr,rrSs,OOoq,XYzZ,aAcE,jLMN,WXYz,qrrS,eGij,SssT,vWXY,TUUu,cEEe,NOOo"
3944,aabBcDdEEEgHHhIJjjjjjKklLMMnnnOoooppqQRrrTttUVyyYyz,"RrrT,Jjjj,KklL,nOoo,tUVy,bBcD,jKkl,ppqQ,oppq,ooop,klLM,DdEE,hIJj,HHhI,jjjj,pqQR,abBc,Mnnn,yyYy,Oooo,EgHH,aabB,yYyz,nnOo,rTtt,gHHh,MMnn,dEEE,rrTt,nnnO,VyyY,IJjj,jjKk,qQRr,HhIJ,jjjK,lLMM,QRrr,EEgH,LMMn,ttUV,BcDd,cDdE,EEEg,TttU,oopp,UVyy"
3945,BDdDEfGHHHIIijJjKKlmmOOPqRrRsStttUvwwWxyzz,"wwWx,rRsS,lmmO,GHHH,jKKl,ttUv,Uvww,HHHI,Sttt,mOOP,tUvw,IijJ,PqRr,sStt,Wxyz,fGHH,HHII,DdDE,qRrR,ijJj,dDEf,mmOO,BDdD,wWxy,KKlm,jJjK,DEfG,Klmm,HIIi,EfGH,OPqR,tttU,RsSt,OOPq,IIij,RrRs,JjKK,xyzz,vwwW"
3946,abbbcCCDDDEeEeFgIIJkKLlMMnnoOOQsssTTuuuvVWxxXZZ,"uuvV,oOOQ,EeFg,TTuu,DEeE,IIJk,IJkK,ssTT,xxXZ,OOQs,bcCC,CCDD,nnoO,VWxx,sTTu,OQss,MMnn,JkKL,CDDD,sssT,abbb,bbcC,xXZZ,kKLl,lMMn,WxxX,FgII,uvVW,DDEe,Qsss,cCCD,KLlM,noOO,eEeF,uuuv,gIIJ,eFgI,LlMM,bbbc,EeEe,Mnno,vVWx,Tuuu,DDDE"
3947,AbBbCcDeEeGGhiiJKlMmmnNoOPRrssUUUVxX,"NoOP,GGhi,bCcD,eEeG,UVxX,UUUV,nNoO,Rrss,EeGG,KlMm,BbCc,ssUU,hiiJ,mmnN,JKlM,Ghii,mnNo,lMmm,OPRr,PRrs,rssU,UUVx,cDeE,iJKl,AbBb,DeEe,iiJK,CcDe,Mmmn,bBbC,eGGh,oOPR,sUUU"
3948,AaADDdDEffGghHijklLmmnoOOpQqRRrSSTVwy,"ADDd,STVw,SSTV,DEff,qRRr,RrSS,rSST,jklL,fGgh,TVwy,DdDE,AaAD,klLm,DDdD,aADD,dDEf,ijkl,Lmmn,mnoO,RRrS,Hijk,lLmm,OpQq,oOOp,pQqR,noOO,ghHi,QqRR,mmno,EffG,hHij,GghH,OOpQ,ffGg"
3949,AAdDDDdDFffggIIkLMnNoOPpqQrrRSTTvVvwWwyyzZZ,"ggII,NoOP,IIkL,wWwy,rRST,dDFf,PpqQ,wyyz,nNoO,oOPp,Wwyy,vwWw,LMnN,QrrR,kLMn,AdDD,STTv,RSTT,AAdD,Fffg,qQrr,TvVv,DDdD,rrRS,yzZZ,pqQr,TTvV,IkLM,DDDd,yyzZ,gIIk,vVvw,fggI,VvwW,dDDD,OPpq,DFff,DdDF,ffgg,MnNo"
3950,AAAABbbccdFfhiIIIlLLpPpQQrrsTtUVwXxyyyZzZ,"Ffhi,rsTt,bccd,VwXx,AAAB,pPpQ,dFfh,rrsT,yyZz,ccdF,wXxy,UVwX,xyyy,Bbbc,Xxyy,hiII,LLpP,LpPp,AABb,Qrrs,sTtU,iIII,QQrr,tUVw,lLLp,IlLL,IIlL,yyyZ,ABbb,IIIl,AAAA,bbcc,cdFf,fhiI,PpQQ,yZzZ,TtUV,pQQr"
3951,aaabBccdEEfGghHhIiiJJkLmmMmNNnoPqQqrRRSstTtuUvwWwwWyYyZZZ,"MmNN,SstT,wwWy,HhIi,iiJJ,cdEE,noPq,yYyZ,qQqr,NNno,iJJk,bBcc,mmMm,vwWw,oPqQ,kLmm,abBc,QqrR,EfGg,mMmN,TtuU,aabB,fGgh,UvwW,YyZZ,Bccd,tuUv,mNNn,PqQq,hHhI,stTt,uUvw,JkLm,aaab,LmmM,RSst,qrRR,wWww,wWyY,JJkL,ccdE,dEEf,WyYy,ghHh,rRRS,WwwW,EEfG,hIii,yZZZ,GghH,RRSs,tTtu,IiiJ,NnoP"
3952,abbbbDdeEffFgGGHHiiklLLLmnpPSTtuVYYyYz,"ffFg,npPS,klLL,PSTt,eEff,iikl,deEf,DdeE,iklL,FgGG,uVYY,YYyY,Lmnp,TtuV,Hiik,VYYy,bbbb,tuVY,GHHi,mnpP,EffF,abbb,lLLL,LLLm,YyYz,HHii,bbDd,fFgG,bDde,bbbD,pPST,LLmn,GGHH,gGGH,STtu"
3953,AaBBbbCCddDefghHiIKKLMMnnppqqQssStTTTtVwwWxzZ,"StTT,BbbC,wwWx,pqqQ,TtVw,fghH,HiIK,TTtV,ddDe,Mnnp,ssSt,TTTt,tVww,wWxz,nppq,MMnn,dDef,tTTT,VwwW,AaBB,qqQs,bbCC,sStT,IKKL,KKLM,efgh,ppqq,ghHi,hHiI,LMMn,bCCd,BBbb,CCdd,aBBb,CddD,iIKK,KLMM,QssS,nnpp,qQss,WxzZ,Defg"
3954,AaaCCCdDeEEeGIikKmNnOoOOpQQRrSttTuuUuVvVxxY,"GIik,NnOo,EEeG,eGIi,RrSt,eEEe,uUuV,tTuu,OpQQ,KmNn,IikK,ikKm,vVxx,dDeE,aCCC,CCdD,aaCC,rStt,mNnO,VxxY,EeGI,kKmN,CdDe,nOoO,ttTu,OoOO,SttT,CCCd,pQQR,DeEE,TuuU,oOOp,UuVv,uVvV,QQRr,QRrS,VvVx,uuUu,OOpQ,AaaC"
3955,AABbcdDDEGGJlnoooPrrRstTTUvvwwzZz,"Uvvw,vvww,RstT,oPrr,wwzZ,PrrR,TUvv,EGGJ,ooPr,TTUv,rrRs,tTTU,Jlno,ABbc,oooP,DEGG,dDDE,DDEG,AABb,wzZz,GGJl,cdDD,lnoo,Bbcd,stTT,bcdD,nooo,GJln,rRst,vwwz"
3956,BbCCCeffGgGhHiJJjklmmmmnNnNoppQQQrrsSSStTTUUUVWwwXxxYZZz,"StTT,QQQr,BbCC,rrsS,SSSt,bCCC,Jjkl,fGgG,VWww,UUUV,nNop,wXxx,xxYZ,GhHi,pQQQ,xYZZ,GgGh,SStT,lmmm,rsSS,iJJj,sSSS,mmnN,tTTU,UUVW,WwwX,XxxY,JJjk,mmmn,Qrrs,CCCe,oppQ,nNnN,TTUU,QQrr,UVWw,effG,Ceff,hHiJ,TUUU,mmmm,NnNo,jklm,Nopp,wwXx,gGhH,ppQQ,CCef,mnNn,HiJJ,YZZz,klmm,ffGg"
3957,BCCccdEefffGgGhhjjjJjklMNnoppQRrrStTVvWwXYyZz,"BCCc,gGhh,cdEe,jJjk,jjjJ,CCcc,fGgG,Jjkl,StTV,efff,klMN,hjjj,ppQR,Ghhj,fffG,lMNn,tTVv,Cccd,MNno,hhjj,vWwX,jjJj,jklM,rStT,oppQ,wXYy,TVvW,Nnop,dEef,Eeff,rrSt,XYyZ,pQRr,ccdE,QRrr,nopp,WwXY,VvWw,YyZz,RrrS,GgGh,ffGg"
3958,AABBBCcCCcDDdDeEffGHhIijKKKkLLLNnnnNOOOopPPPqRRRsuVvWwwxXXX,"AABB,suVv,uVvW,PPPq,PqRR,IijK,HhIi,eEff,RRsu,CcDD,GHhI,ijKK,dDeE,KkLL,RsuV,ffGH,NOOO,Wwwx,pPPP,KKkL,DdDe,kLLL,BBBC,Nnnn,LNnn,PPqR,DDdD,LLLN,ABBB,fGHh,BCcC,nnNO,BBCc,hIij,nnnN,jKKK,RRRs,vWww,CcCC,KKKk,nNOO,cCCc,OOop,OopP,VvWw,EffG,cDDd,qRRR,LLNn,wwxX,xXXX,DeEf,wxXX,opPP,OOOo,CCcD"
3959,aABcdEeeeEeEFffFFHHiJLMMmNnnqSTuuuVvWWwWXY,"uVvW,LMMm,vWWw,eeeE,VvWW,STuu,cdEe,EFff,nnqS,FFHH,aABc,eEeE,HHiJ,FffF,EeEF,uuuV,dEee,mNnn,FHHi,iJLM,nqST,qSTu,WwWX,uuVv,WWwW,MMmN,wWXY,Nnnq,Eeee,fFFH,eeEe,MmNn,BcdE,JLMM,Tuuu,ffFF,ABcd,HiJL,eEFf"
3960,aCCDEEEfGGHhHiJJKNNNnOOOPrttTTttUUvwWwXxXZ,"HhHi,GGHh,UUvw,DEEE,nOOO,Prtt,OPrt,JJKN,GHhH,fGGH,vwWw,tTTt,rttT,WwXx,JKNN,NnOO,UvwW,ttTT,aCCD,KNNN,wWwX,NNnO,ttUU,EEEf,EfGG,OOOP,NNNn,wXxX,hHiJ,TTtt,XxXZ,EEfG,iJJK,TttU,CCDE,HiJJ,OOPr,CDEE,tUUv"
3961,AAaBbcDDEFFgggHhHIIJKllMmNnoPQQQrRstUuVVxY,"IJKl,QQQr,RstU,oPQQ,ggHh,stUu,AaBb,EFFg,DEFF,BbcD,DDEF,gHhH,QQrR,UuVV,JKll,VVxY,HIIJ,noPQ,lMmN,AAaB,uVVx,aBbc,PQQQ,llMm,QrRs,FFgg,tUuV,gggH,bcDD,HhHI,hHII,KllM,IIJK,MmNn,cDDE,rRst,mNno,Fggg,NnoP"
3962,bBbdDFFhiiJJlLmMMmnNnNNOpQQQRRSstttuUVVyYY,"LmMM,iiJJ,sttt,tuUV,OpQQ,QRRS,RRSs,bdDF,pQQQ,iJJl,dDFF,NnNN,FFhi,hiiJ,lLmM,Fhii,VyYY,nNNO,BbdD,JJlL,QQRR,MMmn,RSst,bBbd,DFFh,nNnN,QQQR,Sstt,NOpQ,UVVy,VVyY,NNOp,MmnN,JlLm,tttu,mnNn,mMMm,ttuU,uUVV"
3963,bBcCcdDdEefggHHhHIiJJkklLmmNnNNnoooPQQRstTTUVVVwwXxyYZz,"Eefg,hHIi,oPQQ,RstT,NNno,TUVV,iJJk,DdEe,efgg,VwwX,BcCc,wXxy,CcdD,cCcd,HHhH,UVVV,xyYZ,cdDd,Nnoo,QRst,NnNN,mmNn,dDdE,tTTU,yYZz,HIiJ,kklL,oooP,gHHh,Jkkl,klLm,mNnN,nNNn,ooPQ,IiJJ,dEef,lLmm,LmmN,JJkk,QQRs,VVVw,stTT,VVww,fggH,HhHI,nooo,wwXx,XxyY,bBcC,TTUV,ggHH,PQQR"
3964,ABDDddEfGggHiiijJjkllllMNOPPqRrRRsSsSSTTTUwWxxxXYYYzzZZ,"BDDd,RRsS,SSTT,NOPP,jJjk,Jjkl,dEfG,DDdd,Wxxx,ggHi,OPPq,lMNO,lllM,zzZZ,ddEf,llll,YYYz,EfGg,PqRr,STTT,YYzz,TUwW,MNOP,sSsS,sSST,qRrR,DddE,TTTU,xxXY,YzzZ,PPqR,ijJj,Hiii,iiij,jkll,llMN,gHii,rRRs,RrRR,wWxx,SsSS,UwWx,iijJ,GggH,RsSs,XYYY,ABDD,xXYY,fGgg,xxxX,TTUw,klll"
3965,AAabccdDdeeFfFGGgghiJjkKkmNNnnopQrRSSTTTUuVWWWXXxxYYYZZ,"rRSS,AAab,SSTT,YYZZ,bccd,kKkm,WXXx,KkmN,gghi,ccdD,opQr,Ddee,hiJj,nopQ,pQrR,nnop,TUuV,xYYY,dDde,cdDd,GGgg,abcc,deeF,STTT,xxYY,TTTU,FGGg,XXxx,XxxY,Nnno,eFfF,mNNn,WWWX,FfFG,JjkK,UuVW,NNnn,VWWW,Aabc,ghiJ,uVWW,WWXX,TTUu,RSST,YYYZ,QrRS,Gggh,eeFf,jkKk,kmNN,iJjk,fFGG"
3966,aaCDDeFGGGhIjkMnNnoOopPqqrrSSSUuvwxYYz,"DeFG,nNno,oOop,GGGh,Uuvw,CDDe,DDeF,qqrr,SSSU,SSUu,noOo,GhIj,rSSS,MnNn,xYYz,aaCD,opPq,vwxY,Pqqr,FGGG,hIjk,kMnN,pPqq,NnoO,aCDD,wxYY,OopP,GGhI,eFGG,jkMn,qrrS,rrSS,SUuv,uvwx,IjkM"
3967,AceEEeHIIJjJjjkLNOpQtTuuUVwWxXYzz,"jkLN,uUVw,QtTu,VwWx,kLNO,wWxX,xXYz,eEEe,tTuu,WxXY,XYzz,jJjj,EEeH,pQtT,JjJj,IIJj,IJjJ,jjkL,HIIJ,EeHI,UVwW,AceE,TuuU,NOpQ,OpQt,eHII,ceEE,Jjjk,LNOp,uuUV"
3968,AAacdFfFfGJKMnOopppqRrUUUvVXXxyYyzzZz,"FfFf,rUUU,UUvV,fFfG,UvVX,Aacd,MnOo,oppp,KMnO,nOop,pqRr,vVXX,GJKM,RrUU,yYyz,JKMn,ppqR,XXxy,UUUv,dFfF,Oopp,yzzZ,AAac,pppq,zzZz,FfGJ,Yyzz,fGJK,qRrU,VXXx,XxyY,cdFf,acdF,xyYy"
3969,AaccDDddeEEEeEFfFFFgIIiJjkkklLMMmnoopppRRrrsssTuUvvWwWWWxXxY,"LMMm,WwWW,ddeE,TuUv,wWWW,WWWx,WWxX,FFgI,ppRR,DDdd,eEEE,gIIi,mnoo,noop,klLM,UvvW,ssTu,FfFF,EEEe,oppp,EEeE,Mmno,accD,oopp,EeEF,EFfF,pppR,vvWw,kklL,Ddde,rsss,xXxY,fFFF,sssT,jkkk,MMmn,IIiJ,RRrr,pRRr,WxXx,Aacc,FgII,sTuU,Rrrs,lLMM,FFFg,IiJj,cDDd,rrss,vWwW,ccDD,Jjkk,kkkl,uUvv,iJjk,deEE,eEFf"
3970,AABbBCcdddeeffgGGgGhhiiiIjjKLNnNoOpppPQqRrRSTTUuUVVwwwWxYyz,"RrRS,eeff,wwWx,TUuU,gGhh,pppP,QqRr,jKLN,rRST,bBCc,deef,ffgG,cddd,BbBC,uUVV,wWxY,nNoO,ddde,PQqR,IjjK,STTU,ABbB,UuUV,UVVw,Vwww,Ghhi,BCcd,ppPQ,pPQq,qRrR,RSTT,iiiI,wwwW,KLNn,effg,hhii,GGgG,AABb,gGGg,iiIj,WxYy,LNnN,NoOp,jjKL,hiii,xYyz,NnNo,TTUu,VVww,Ccdd,oOpp,Oppp,fgGG,GgGh,iIjj,ddee"
3971,AabBcDdDDdEgGHhHhhijjjjkMppQqQrstUvvwxyYyyZZ,"HhHh,Hhhi,Uvvw,vwxy,gGHh,bBcD,jjjk,DDdE,Qrst,ijjj,QqQr,cDdD,GHhH,jjjj,abBc,qQrs,EgGH,hhij,AabB,pQqQ,vvwx,dDDd,ppQq,YyyZ,rstU,jjkM,yYyy,jkMp,hHhh,stUv,tUvv,MppQ,yyZZ,DdEg,DdDD,hijj,BcDd,wxyY,kMpp,dEgG,xyYy"
3972,AabBCCeeFgHiiJJKnooOqRRRTttTuuuwxxyYzZ,"abBC,TttT,iiJJ,JJKn,tTuu,CeeF,nooO,eeFg,HiiJ,OqRR,uwxx,AabB,uuuw,xxyY,BCCe,ttTu,JKno,gHii,CCee,RRTt,oOqR,uuwx,FgHi,xyYz,ooOq,bBCC,eFgH,RTtt,qRRR,iJJK,wxxy,Tuuu,Knoo,RRRT,yYzZ"
3973,acccDDDeEeffHHhhIijJjkkKlLLlLMMnNOopPPPQRRrrsSTuUuuvwxxxxYyyYY,"LlLM,uUuu,xxxY,vwxx,xYyy,rrsS,jJjk,uuvw,opPP,Uuuv,QRRr,sSTu,jkkK,PPQR,cDDD,kkKl,nNOo,IijJ,kKlL,hhIi,MnNO,pPPP,HHhh,PPPQ,xxxx,ffHH,NOop,rsST,accc,TuUu,ijJj,eEef,cccD,RRrr,MMnN,DeEe,hIij,fHHh,Eeff,DDeE,PQRR,YyyY,HhhI,Rrrs,lLMM,LLlL,lLLl,LMMn,OopP,KlLL,wxxx,STuU,yyYY,xxYy,effH,ccDD,Jjkk,uvwx,DDDe"
3974,AAbCccDEFfGGggHHHhhHijJjJklLmnoOOoPqRRsSStTvwwXxyyyYyZz,"yyyY,RRsS,JklL,PqRR,qRRs,jJjJ,OOoP,cDEF,JjJk,Tvww,bCcc,sSSt,wXxy,xyyy,jJkl,gHHH,GGgg,Xxyy,AbCc,yyYy,SStT,hhHi,oOOo,HHhh,lLmn,HHHh,klLm,ijJj,ccDE,StTv,mnoO,HijJ,oPqR,vwwX,FfGG,tTvw,EFfG,HhhH,noOO,GggH,OoPq,wwXx,CccD,AAbC,hHij,Lmno,YyZz,fGGg,DEFf,ggHH,RsSS,yYyZ"
3975,aBCccCDdDEEffggGhiiJkLlLmmmnnooQqQrRRStuUUuuvWXxYz,"RStu,gGhi,iiJk,XxYz,RRSt,qQrR,kLlL,UUuu,QqQr,WXxY,uuvW,iJkL,dDEE,EEff,LlLm,mmnn,JkLl,StuU,DEEf,mnno,CDdD,hiiJ,vWXx,Ghii,DdDE,QrRR,nooQ,mmmn,oQqQ,cCDd,aBCc,ccCD,uUUu,fggG,Effg,lLmm,CccC,ooQq,uvWX,rRRS,Lmmm,tuUU,nnoo,Uuuv,ffgg,BCcc,ggGh"
3976,bdeFffGGHhHjKKMnOoOppqqRsStTtUUVvvvvWwWWwXXyyZZ,"WwWW,XXyy,GGHh,XyyZ,vvvv,jKKM,bdeF,MnOo,ffGG,GHhH,fGGH,KMnO,qqRs,eFff,pqqR,WWwX,vvWw,OoOp,nOoO,UVvv,Vvvv,qRsS,tUUV,hHjK,UUVv,sStT,FffG,HjKK,TtUU,KKMn,StTt,deFf,ppqq,Oppq,yyZZ,WwXX,RsSt,tTtU,oOpp,wWWw,wXXy,vvvW,vWwW,HhHj"
3977,AAaBbccCDDfGhhHiIIIJkkMMnnNNNpPppPpQQrRssssStTTtUUvVvWwWwxXZzz,"StTT,kMMn,vVvW,UUvV,cCDD,NpPp,wWwx,xXZz,PppP,pPpQ,ppPp,AaBb,GhhH,IIJk,WwxX,bccC,ssSt,tTTt,ssss,QQrR,NNpP,Bbcc,DfGh,DDfG,hhHi,CDDf,MnnN,MMnn,AAaB,HiII,IJkk,fGhh,JkkM,sssS,XZzz,aBbc,NNNp,ccCD,UvVv,IIIJ,sStT,iIII,QrRs,TtUU,nNNN,pPpp,hHiI,nnNN,WwWw,Rsss,wxXZ,VvWw,kkMM,TTtU,rRss,vWwW,PpQQ,tUUv,pQQr"
3978,aAaaBcDddDEeefFFfGggHhhijjkmMnNOOooppQrsSSTuVWwXxyyzz,"Hhhi,DEee,SSTu,ijjk,AaaB,TuVW,aAaa,FFfG,ggHh,mMnN,Eeef,yyzz,efFF,STuV,wXxy,dDEe,fFFf,eefF,kmMn,pQrs,ddDE,WwXx,jkmM,QrsS,Xxyy,MnNO,rsSS,hhij,sSST,OOoo,aBcD,gHhh,FfGg,uVWw,ppQr,oppQ,aaBc,Ooop,nNOO,GggH,hijj,BcDd,DddD,jjkm,cDdd,fGgg,VWwX,NOOo,oopp,xyyz"
3979,AAAbCCDeeeffGHhHIIiIjLllMmmnnopprSStTtTVVWwxxxxYYY,"xxxY,eeff,AbCC,IjLl,pprS,rSSt,IiIj,GHhH,mmnn,nnop,xYYY,bCCD,eeef,oppr,ffGH,SStT,mnno,xxYY,xxxx,jLll,VWwx,lMmm,tTVV,Deee,fGHh,TtTV,AAAb,llMm,IIiI,effG,Wwxx,StTt,LllM,HIIi,prSS,HhHI,hHII,nopp,iIjL,wxxx,Mmmn,AAbC,TVVW,CDee,CCDe,tTtT,VVWw"
3980,AbBBBCCcCCDeEfgKklLlNnOppRrrUUVvvvwWwwxXyyyZZZZZ,"BCCc,KklL,AbBB,bBBB,lNnO,klLl,EfgK,vwWw,vvwW,NnOp,rUUV,nOpp,BBCC,pRrr,BBBC,ppRr,eEfg,gKkl,wxXy,UVvv,xXyy,LlNn,OppR,Vvvv,UUVv,rrUU,vvvw,wWww,ZZZZ,cCCD,CcCC,yyZZ,CCcC,Xyyy,yyyZ,lLlN,fgKk,RrrU,wwxX,CCDe,CDeE,DeEf,yZZZ,Wwwx"
3981,aaBBBbBddDDdeFhiJjjJklLMmnNNpQQRsuWwwxXXxyYyyzZ,"NpQQ,bBdd,JklL,lLMm,mnNN,DDde,iJjj,hiJj,BBBb,FhiJ,eFhi,klLM,BBbB,jJkl,aBBB,NNpQ,jjJk,xXXx,xyYy,LMmn,nNNp,dDDd,aaBB,RsuW,XXxy,uWww,BddD,deFh,QRsu,pQQR,DdeF,yYyy,ddDD,QQRs,yyzZ,JjjJ,suWw,XxyY,wwxX,MmnN,Yyyz,BbBd,wxXX,Wwwx"
3982,aabccDeefHIIklLLmNNoOOpPqrssVVvWWxxXYZ,"LLmN,VvWW,lLLm,mNNo,klLL,OpPq,qrss,IIkl,IklL,NNoO,abcc,fHII,vWWx,xxXY,HIIk,bccD,ccDe,cDee,aabc,VVvW,LmNN,WWxx,WxxX,xXYZ,eefH,efHI,oOOp,NoOO,ssVV,sVVv,pPqr,rssV,OOpP,Deef,Pqrs"
3983,aaAbBbbBCcCdddEEEFfGggGgHIiiIJkkMmMNnOOOPqQrRSsVVWxzz,"aaAb,IiiI,RSsV,mMNn,ddEE,VWxz,bBCc,iIJk,nOOO,BbbB,EEFf,kkMm,qQrR,SsVV,VVWx,dddE,iiIJ,Wxzz,OPqQ,NnOO,gHIi,ggGg,Cddd,MmMN,dEEE,CcCd,FfGg,IJkk,JkkM,bBbb,cCdd,GggG,kMmM,OOOP,BCcC,AbBb,sVVW,PqQr,EFfG,bbBC,gGgH,HIii,EEEF,OOPq,rRSs,QrRS,MNnO,fGgg,aAbB,GgHI"
3984,abCcCCDeEEFfGhHhHiIIjklLmnNnnopPPQrrssTVvWXXxyy,"Ijkl,HhHi,FfGh,IIjk,WXXx,nopP,EEFf,sTVv,GhHh,nnop,ssTV,Xxyy,fGhH,jklL,pPPQ,abCc,lLmn,klLm,LmnN,HiII,nNnn,XXxy,Nnno,hHhH,PPQr,Qrrs,TVvW,VvWX,eEEF,DeEE,EFfG,rssT,CcCC,cCCD,iIIj,hHiI,vWXX,PQrr,bCcC,rrss,CCDe,CDeE,mnNn,opPP"
3985,ABBBcCDdfghhHiiIJkLlLmmOoOPppPpPPqqQQQRRrSTTtTtuvvwXXxxYZz,"hHii,dfgh,OPpp,rSTT,pPpP,PppP,qqQQ,iIJk,ppPp,STTt,QRRr,mmOo,kLlL,xxYZ,oOPp,TtTt,CDdf,fghh,LlLm,BBcC,JkLl,uvvw,HiiI,RrST,qQQQ,iiIJ,hhHi,tuvv,XXxx,PpPP,IJkL,XxxY,mOoO,LmmO,ABBB,cCDd,QQRR,RRrS,ghhH,Ttuv,Ddfg,QQQR,lLmm,xYZz,OoOP,PPqq,BBBc,wXXx,BcCD,vwXX,PqqQ,vvwX,tTtu,pPPq,TTtT"
3986,aCcCdEEfgggilLmmmMnOoPqqrtvVVWwWwXXyyZ,"gggi,mmMn,XXyy,ggil,XyyZ,qqrt,MnOo,ilLm,aCcC,CdEE,qrtv,VWwW,vVVW,Efgg,fggg,CcCd,wWwX,mmmM,gilL,Pqqr,tvVV,EEfg,cCdE,lLmm,nOoP,dEEf,WwXX,WwWw,OoPq,Lmmm,wXXy,oPqq,mMnO,VVWw,rtvV"
3987,AaaaBCCCDdeeFFfGJjkLMNNNoOPPPPqrtttUUuuvvvVyZZZz,"CDde,aaaB,NoOP,CCCD,Pqrt,rttt,FFfG,eeFF,Ddee,ZZZz,MNNN,vVyZ,eFFf,NNNo,fGJj,UUuu,aBCC,NNoO,aaBC,deeF,qrtt,VyZZ,PPPP,tUUu,vvVy,uuvv,oOPP,ttUU,kLMN,LMNN,Aaaa,OPPP,vvvV,BCCC,FfGJ,uvvv,tttU,jkLM,PPqr,CCDd,JjkL,GJjk,Uuuv,yZZZ,PPPq"
3988,aaBbBccCcdDeehHLLLMmNNOOpQQRRSsttuuUuuwyYz,"uUuu,MmNN,ehHL,aaBb,ttuu,wyYz,OpQQ,QRRS,dDee,bBcc,tuuU,CcdD,cCcd,hHLL,NOOp,cdDe,aBbB,sttu,LLLM,BbBc,uwyY,LLMm,mNNO,Uuuw,QQRR,LMmN,RSst,HLLL,pQQR,BccC,Sstt,uuwy,Deeh,ccCc,eehH,uuUu,NNOO,OOpQ,RRSs"
3989,AAAaBCCCdDeFGHIIiiijJKKlLlllmMMnNNnnnooPpPrSSTtTtUvvVwXxyzz,"KlLl,jJKK,DeFG,Xxyz,eFGH,xyzz,vvVw,VwXx,nnno,PpPr,PrSS,vVwX,oPpP,wXxy,TtTt,KKlL,pPrS,aBCC,Iiii,ooPp,GHII,CCdD,rSST,TtUv,nooP,CdDe,AaBC,Nnnn,AAaB,lllm,MnNN,iiij,CCCd,NNnn,nNNn,AAAa,MMnN,lmMM,BCCC,lLll,SSTt,dDeF,mMMn,HIIi,FGHI,tUvv,Llll,iijJ,tTtU,nnoo,llmM,STtT,JKKl,IIii,UvvV,ijJK"
3990,aAaBbBCCCCeEfGGgGgghhiIjKklLlMmmnNoOPPpqRsssSSSuUuUuVVvvVwwxzzZz,"NoOP,KklL,vvVw,gghh,LlMm,VvvV,jKkl,SuUu,UuUu,BbBC,AaBb,uUuV,wwxz,pqRs,IjKk,xzzZ,klLl,nNoO,wxzz,hhiI,UuVV,aBbB,gGgg,OPPp,SSSu,qRss,vVww,sSSS,mmnN,ssSS,GgGg,mnNo,SSuU,hiIj,iIjK,oOPP,PpqR,sssS,lMmm,uVVv,aAaB,GGgG,EfGG,CCCe,eEfG,lLlM,PPpq,BCCC,CCeE,zzZz,Vwwx,bBCC,VVvv,CCCC,Rsss,Mmmn,uUuU,ghhi,Gggh,fGGg,CeEf"
3991,bCdddeeffgghhHiIiJJKkLLmMmmMnOQQRrrrRRSSuUUuvwwXXXyZZzz,"SuUU,eeff,mmMn,bCdd,OQQR,gghh,XyZZ,Uuvw,RRSS,XXXy,deef,rrRR,ddde,wXXX,KkLL,wwXX,LmMm,XXyZ,yZZz,hhHi,JKkL,ZZzz,mMmm,SSuU,nOQQ,Cddd,effg,uvww,iIiJ,ghhH,uUUu,IiJJ,vwwX,HiIi,rRRS,QRrr,hHiI,UUuv,QQRr,kLLm,MnOQ,Rrrr,iJJK,MmmM,RSSu,LLmM,JJKk,mMnO,rrrR,ffgg,fggh,ddee"
3992,aaAAgGGGgGijKkLnOPpQQrsSsttuVWXYYyZZ,"GgGi,GijK,YYyZ,AgGG,AAgG,gGij,rsSs,ttuV,aaAA,XYYy,aAAg,sSst,uVWX,OPpQ,QrsS,sttu,VWXY,YyZZ,KkLn,QQrs,nOPp,LnOP,GGGg,GGgG,ijKk,tuVW,WXYY,Sstt,gGGG,PpQQ,kLnO,jKkL,pQQr"
